X,Y
150.013636,95.58409091
69.032727,83.63590909
51.774318,59.73977273
69.032727,55.75727273
74.342955,83.63590909
86.290909,41.15409091
138.065909,96.91136364
119.479545,69.03272727
98.238864,82.30818182
96.911364,79.65318182
57.084773,57.08477273
87.618409,78.32568182
82.308182,65.05
83.635909,59.74
87.618409,61.0675
82.308409,47.79204545
120.807273,54.42977273
322.595455,209.7545455
357.111364,146.0318182
304.009091,111.5136364
230.993182,123.4613636
173.909091,82.30909091
277.459091,115.4977273
309.320455,134.0840909
164.615909,94.25454545
229.668182,130.1
184.529545,107.5318182
153.744235,83.73576471
56.275294,59.02047059
37.059294,39.80447059
42.549647,35.68682353
348.670588,230.6164706
172.962353,68.63529412
277.261176,98.82588235
197.651765,89.21882353
149.611765,93.33647059
386.5631567,164.5763935
386.6157623,115.1213188
422.1209707,123.7604051
403.7762588,135.2650467
303.0931442,109.5633327
321.2125318,118.25735
377.9615385,288.0972851
434.789593,289.418552
465.18552,181.0520362
473.113122,140.0837104
425.536199,351.5294118
494.257919,392.5
434.78733,333.0271493
395.142534,285.4524887
118.4178625,82.62935297
116.2554036,93.69744461
69.59284461,59.04847418
97.80765455,77.78404024
87.27386448,72.39306739
123.3113707,110.264775
152.1763556,138.3421413
121.0401981,104.0866851
118.8121292,70.20716727
215.8129959,86.0860703
240.5079219,117.0232575
379.9897634,81.05044824
39.42982546,23.14912338
56.46605538,71.83096846
42.65035546,39.31026738
41.40869469,31.12994077
41.95012846,45.48394454
38.65903823,49.30763562
39.155091,37.46088023
40.90526631,55.86316223
319.3587157,135.5368555
282.4880012,116.2747447
235.0017713,107.6459728
433.468326,335.6742081
450.647059,380.6063348
370.033937,305.2782805
403.072398,296.0271493
449.325792,367.3891403
395.142534,354.1742081
422.893665,340.959276
385.891403,318.4932127
400.427602,292.061086
412.321267,260.3438914
429.502262,322.4570136
451.968326,225.9841629
437.432127,116.2963801
409.678733,222.0180995
437.432127,270.9162896
340.957014,215.4117647
370.033937,194.2669683
413.642534,269.5950226
392.497738,219.3755656
441.395928,145.3710407
425.538462,292.0633484
491.613122,339.6357466
499.542986,306.5972851
416.28733,173.1221719
478.400452,293.3846154
469.149321,237.8778281
490.294118,191.6244344
414.966063,200.8755656
363.425339,187.658371
421.572398,218.0542986
544.477376,239.2013575
379.285068,141.4072398
354.174208,150.6561086
479.721719,282.8099548
555.049774,269.5950226
520.687783,299.9909502
503.50905,146.6923077
414.963801,229.9479638
340.432941,296.5082353
395.341176,86.48
473.588235,227.8729412
452.997647,183.9435294
339.061176,286.8988235
351.416471,171.5905882
340.397647,280.0047059
437.849412,258.0423529
325.334118,215.5176471
400.832941,288.2705882
384.32,249.8094118
329.418824,205.8870588
369.223529,236.0823529
411.771765,203.1411765
432.36,274.5129412
332.164706,234.7105882
314.32,181.1811765
348.670588,256.6988235
452.995294,237.48
458.487059,343.1788235
451.576471,207.2588235
381.576471,255.2988235
