X,Y
74.21788235,82.46423529
63.22258824,59.09952941
45.35529412,49.47858824
48.10423529,28.86258824
56.35082353,52.22752941
110.1336471,108.5825882
71.35435294,52.74023529
71.46917647,70.09482353
91.73270588,65.27129412
56.28141176,35.69058824
100.2082353,65.89035294
48.10423529,45.35552941
137.2715294,105.6990588
41.18141176,20.59082353
83.73576471,85.10847059
185.3176471,90.6
196.2988235,97.46117647
114.0757647,112.7014118
131.9435294,104.4564706
150.9976471,102.9529412
122.1715294,97.46282353
89.33647059,30.23694118
384.9647059,145.2047059
68.72023529,46.72964706
369.2611765,277.2894118
195.1647059,120.9482353
232.2729412,134.6917647
210.2847059,120.9482353
175.7058824,94.71529412
221.28,118.1976471
259.7623529,138.8141176
156.1458824,115.6188235
113.2355294,34.56658824
91.78882205,91.80550928
84.96962708,83.78267912
50.82004822,39.11547963
39.3088593,27.0209531
129.7118081,124.9179706
58.52905431,28.20501424
64.40065365,59.22850833
66.31482407,61.51490598
54.39918583,32.78833938
88.23918062,87.02437083
100.4963728,96.31443536
146.4941022,89.05963508
99.99432059,27.44907721
93.05433018,39.36752224
85.27123817,44.26678723
121.1056278,20.58120683
188.788772,98.07164235
175.6838065,123.7129933
142.7843654,48.58901923
179.0879621,81.53372037
199.6821838,96.92882774
291.1723284,160.4729419
296.8638707,123.0564925
262.4287383,96.49232081
228.8375276,95.32859786
227.0709471,115.3812502
219.667526,83.41890617
231.3743844,59.96647385
406.8235294,101.7058824
428.8141176,118.1976471
416.4447059,130.5670588
437.0611765,114.0752941
435.6870588,199.2870588
414.56,105.6988235
361.4682353,104.4541176
401.3270588,217.1552941
405.4517647,125.0705882
402.7011765,127.8188235
377.9623529,114.0752941
298.2470588,116.8258824
376.5858824,85.21176471
412.3223529,74.21882353
497.5364706,93.46117647
395.8282353,96.20705882
373.84,108.5788235
388.9576471,138.8141176
377.9623529,81.09176471
311.9882353,79.71529412
405.4494118,115.4494118
333.9811765,100.3317647
324.36,92.08470588
393.08,70.09647059
415.0705882,43.98117647
453.5552941,112.7011765
369.7152941,109.9529412
410.9482353,125.0705882
399.9529412,108.5788235
