X,Y
91.666704,84.50057728
67.84159042,38.63624196
191.4065697,95.06948808
164.1955798,70.77395683
50.58542015,47.81361645
64.17120294,39.30102385
164.3476918,52.14878672
270.4734079,72.91759585
151.4942857,52.16286747
67.19934294,54.79946423
100.9680283,57.34591902
275.0592663,89.41320498
308.6082566,74.10350242
85.79071132,61.95995819
264.2509268,120.1819186
58.50646687,52.84455079
112.4946679,69.86973509
386.2272152,90.18503502
90.44981502,71.88380038
188.7023719,55.60508762
181.7221587,92.12303887
253.9242734,23.52653004
233.5977161,64.79936626
231.4794281,93.02444309
297.1238436,93.26387321
300.0900086,92.50895004
54.02763826,51.66146445
61.85855004,67.01342921
64.14021623,38.87285842
49.30989215,62.86070242
38.76788264,-2.39307917
115.1669305,66.46777132
37.79569109,18.89784566
39.13512543,26.55597804
39.69419751,4.607362189
54.65938755,50.54121464
35.81812189,29.16165691
282.2138162,105.9336319
64.69513925,53.63327615
76.1457326,62.52333079
60.39940551,39.99960634
225.2884542,82.70082498
223.3291139,74.95821487
158.2077229,49.20842219
116.7614414,49.63771426
37.88719177,16.74723691
58.66275079,22.32299366
53.49132611,38.00699502
65.72604294,62.31170309
173.6208826,81.54716785
159.4388914,94.02806423
122.6466777,54.31495721
107.6914734,24.51186521
185.3177821,54.90897238
181.3393786,66.80924491
57.32496811,55.00880778
85.85766521,72.87918113
59.95311102,34.87468551
54.28500815,31.44786679
101.6215345,83.816052
86.79611298,41.38888709
58.38571087,48.71673962
53.31162543,48.42472642
94.97255666,82.53567424
68.65369239,33.67916985
68.05467857,53.89565148
