X,Y
114.5780769,79.53069231
237.2446154,128.0584615
205.1738614,85.95089109
214.8784158,171.9017822
216.529901,149.9049505
209.5889109,129.0843564
273.4384158,163.7845545
254.0079208,163.7869307
259.5588119,97.15960396
278.9916832,133.249901
103.0804706,27.488
71.46917647,85.21317647
317.4090566,83.31849057
137.5444528,78.02988679
107.1260377,76.70716981
251.2822642,101.834717
198.3826415,63.48226415
193.0913208,76.70716981
247.3154717,132.2558491
154.7366038,68.77132075
178.5418868,112.4150943
242.0264151,115.0618868
211.6075472,120.3509434
189.1245283,111.0950943
403.5670588,169.6164706
445.3058824,173.1741176
446.6823529,184.1694118
450.8070588,171.8023529
421.9435294,145.6870588
373.84,137.4423529
448.0564706,147.0611765
449.4305882,153.9317647
431.5623529,152.5576471
398.5764706,211.6588235
446.6823529,186.92
434.3105882,158.0564706
372.4658824,185.5458824
419.22,171.1915385
430.0038462,179.28
489.3161538,160.41
381.4753846,163.1030769
408.4361538,159.06
401.6953846,177.9323077
427.3084615,229.1561538
411.1338462,146.9307692
492.0115385,184.6730769
331.6015385,94.35923077
423.2653846,126.7107692
452.9215385,168.4984615
475.8346154,210.2838462
469.0961538,150.9738462
536.4946154,241.2876923
394.9569231,163.1053846
469.0961538,183.3253846
463.5968317,155.4582178
484.4174257,155.4582178
420.570297,185.9952475
430.2843564,176.2788119
427.5089109,170.7255446
381.7045545,206.8134653
402.5251485,120.7580198
435.8376238,152.680396
372.9172277,159.4241584
453.3219802,162.1972277
510.1615842,189.9255446
471.3433663,137.2443564
536.5021782,174.6748515
475.5041584,185.7647525
364.5980198,182.9916832
377.0756436,137.2443564
